feedback_id,text,date,source,product,category,rating
FB00397,Waste of money. The product quality is subpar.,2025-11-06 01:42:19,Website Review,Smart Watch,Delivery,2
FB00381,Not as described. The features don't work properly.,2025-11-06 02:41:19,Mobile App,Gaming Console,Product Quality,2
FB00399,Disappointed with the build quality. Expected much better. The value is really disappointing.,2025-11-06 09:40:19,Facebook,Digital Camera,Delivery,2
FB00321,Very unhappy with this purchase. Total disappointment.,2025-11-06 20:37:19,Email,Fitness Tracker,Customer Service,1
FB00416,Very unhappy with this purchase. Total disappointment. The durability is really disappointing.,2025-11-07 01:52:19,Mobile App,Fitness Tracker,Customer Service,1
FB00292,Perfect for my needs. I couldn't be happier with this purchase.,2025-11-07 06:07:19,Facebook,Tablet Ultra,Electronics,5
FB00186,Superb product! My whole family loves it. Thank you! The performance is particularly impressive.,2025-11-07 08:27:19,Mobile App,Smartphone X1,Customer Service,5
FB00279,Best in class! This product is simply outstanding. The performance is particularly impressive.,2025-11-07 10:36:19,Mobile App,Smart Watch,Customer Service,5
FB00036,Excellent product! Exceeded my expectations. The quality is outstanding.,2025-11-07 22:21:19,Survey,Digital Camera,User Experience,5
FB00345,Horrible experience. The product doesn't work as advertised.,2025-11-08 07:41:19,Mobile App,Tablet Ultra,Product Quality,2
FB00017,Top-notch quality and excellent customer support throughout.,2025-11-08 10:05:19,Website Review,Wireless Headphones,Electronics,5
FB00049,Five stars! Professional service and excellent product quality.,2025-11-08 14:55:19,Email,Bluetooth Speaker,Product Quality,5
FB00270,Top-notch quality and excellent customer support throughout.,2025-11-08 14:59:19,Mobile App,Laptop Pro 15,User Experience,4
FB00030,Brilliant purchase. The attention to detail is remarkable.,2025-11-08 16:53:19,Facebook,Gaming Console,Delivery,4
FB00192,Really impressed with the durability and design. Worth every penny.,2025-11-09 01:53:19,Email,Fitness Tracker,Product Quality,5
FB00042,Perfect for my needs. I couldn't be happier with this purchase. The performance is particularly impressive.,2025-11-09 04:08:19,Twitter,Bluetooth Speaker,Electronics,4
FB00082,Absolutely delighted with this product. Exceeded all my expectations.,2025-11-09 06:43:19,Facebook,Smart Watch,Electronics,4
FB00363,Awful! The product stopped working after a few days. The value is really disappointing.,2025-11-09 11:19:19,Website Review,Laptop Pro 15,Product Quality,1
FB00353,Product broke after just one week. Complete waste of money.,2025-11-09 12:06:19,Email,Bluetooth Speaker,Delivery,2
FB00464,The product is functional but lacks some features I expected.,2025-11-09 14:59:19,Website Review,Smart Watch,Customer Service,3
FB00171,Amazing customer service. The team was very helpful and responsive.,2025-11-09 15:10:19,Website Review,Gaming Console,Product Quality,4
FB00395,Very poor customer service experience. Nobody seems to care. The durability is really disappointing.,2025-11-09 16:37:19,Survey,4K TV,Electronics,1
FB00475,The product is functional but lacks some features I expected.,2025-11-09 21:25:19,Website Review,Gaming Console,Delivery,3
FB00055,Superb product! My whole family loves it. Thank you!,2025-11-09 22:06:19,Twitter,Fitness Tracker,User Experience,4
FB00109,Best purchase I've made this year. Highly recommend to everyone!,2025-11-10 03:00:19,Email,Digital Camera,Product Quality,5
FB00016,Best purchase I've made this year. Highly recommend to everyone! The performance is particularly impressive.,2025-11-10 16:43:19,Mobile App,Bluetooth Speaker,User Experience,4
FB00369,Very disappointed with the quality. Not worth the price at all. The durability is really disappointing.,2025-11-10 18:35:19,Twitter,Smart Watch,Customer Service,1
FB00474,The product is fine for basic use. Nothing extraordinary.,2025-11-11 06:59:19,Twitter,Wireless Headphones,Delivery,3
FB00318,The product is unreliable and customer support is terrible.,2025-11-11 15:02:19,Facebook,Tablet Ultra,Delivery,1
FB00253,Phenomenal experience from start to finish. Will definitely buy again. The quality is particularly impressive.,2025-11-11 17:11:19,Facebook,Smartphone X1,Delivery,4
FB00404,The product is unreliable and customer support is terrible.,2025-11-12 08:22:19,Twitter,Fitness Tracker,Customer Service,2
FB00176,Love this product! It has made my life so much easier. The quality is particularly impressive.,2025-11-12 18:01:19,Survey,Laptop Pro 15,Delivery,4
FB00276,Wonderful experience! The product arrived on time and works great.,2025-11-12 18:18:19,Facebook,Gaming Console,Customer Service,4
FB00090,Wonderful experience! The product arrived on time and works great. The performance is particularly impressive.,2025-11-12 19:15:19,Email,Smart Watch,Product Quality,4
FB00215,Best purchase I've made this year. Highly recommend to everyone! The design is particularly impressive.,2025-11-12 20:24:19,Email,Bluetooth Speaker,Delivery,5
FB00180,Love this product! It has made my life so much easier. The design is particularly impressive.,2025-11-12 23:51:19,Survey,Digital Camera,Product Quality,4
FB00041,Love this product! It has made my life so much easier.,2025-11-13 00:21:19,Survey,Wireless Headphones,Electronics,4
FB00095,Incredible! This has transformed my daily routine completely. The features is particularly impressive.,2025-11-13 04:24:19,Twitter,Laptop Pro 15,Delivery,4
FB00468,"Standard quality. Nothing to complain about, nothing to praise.",2025-11-13 05:10:19,Survey,4K TV,Delivery,3
FB00010,Outstanding quality and fast delivery. Very satisfied with my purchase.,2025-11-13 07:09:19,Facebook,Laptop Pro 15,User Experience,4
FB00385,Disappointed with the build quality. Expected much better. The value is really disappointing.,2025-11-13 08:20:19,Twitter,Smart Watch,Customer Service,2
FB00152,Best in class! This product is simply outstanding.,2025-11-13 09:08:19,Website Review,Laptop Pro 15,User Experience,4
FB00486,Average customer service. Got the job done eventually.,2025-11-13 13:15:19,Website Review,Wireless Headphones,Electronics,3
FB00368,Product arrived damaged and customer service was unresponsive.,2025-11-13 14:17:19,Mobile App,Wireless Headphones,Product Quality,1
FB00149,Five stars! Professional service and excellent product quality. The quality is particularly impressive.,2025-09-11 18:22:19,Survey,Gaming Console,User Experience,4
FB00237,Best in class! This product is simply outstanding.,2025-08-17 20:52:19,Mobile App,Laptop Pro 15,Customer Service,5
FB00296,Great value for money. The features are impressive and easy to use. The features is particularly impressive.,2025-09-23 18:12:19,Twitter,Smartphone X1,User Experience,5
FB00407,Poor design and functionality. Very frustrating to use.,2025-08-15 07:30:19,Twitter,Fitness Tracker,User Experience,1
FB00498,The product is fine for basic use. Nothing extraordinary.,2025-10-29 00:11:19,Mobile App,Bluetooth Speaker,Customer Service,3
FB00024,Absolutely delighted with this product. Exceeded all my expectations. The features is particularly impressive.,2025-09-09 05:39:19,Facebook,Smartphone X1,Electronics,4
FB00105,Best purchase I've made this year. Highly recommend to everyone!,2025-08-19 21:29:19,Email,Bluetooth Speaker,Electronics,5
FB00241,Great value for money. The features are impressive and easy to use. The quality is particularly impressive.,2025-08-25 17:29:19,Website Review,Tablet Ultra,Customer Service,5
FB00338,Poor design and functionality. Very frustrating to use. The durability is really disappointing.,2025-08-21 05:59:19,Twitter,Smart Watch,Product Quality,2
FB00133,Phenomenal experience from start to finish. Will definitely buy again.,2025-10-04 04:24:19,Twitter,Laptop Pro 15,Electronics,5
FB00075,Really impressed with the durability and design. Worth every penny.,2025-08-19 07:21:19,Twitter,Gaming Console,Delivery,5
FB00233,Absolutely delighted with this product. Exceeded all my expectations.,2025-09-26 14:26:19,Email,Smartphone X1,Customer Service,4
FB00501,good,2025-09-22 18:30:19,Website Review,Digital Camera,Electronics,1
FB00502,test,2025-08-22 20:42:19,Mobile App,Wireless Headphones,Electronics,4
FB00503,good,2025-09-22 16:18:19,Twitter,Fitness Tracker,Electronics,2
FB00504,n/a,2025-08-26 23:21:19,Survey,Wireless Headphones,Electronics,2
FB00505,,2025-08-28 00:50:19,Facebook,Gaming Console,Electronics,5
FB00506,good,2025-09-28 07:09:19,Twitter,Smart Watch,User Experience,1
FB00507,n/a,2025-10-11 19:37:19,Twitter,Fitness Tracker,Electronics,4
FB00508,n/a,2025-11-09 04:08:19,Twitter,Bluetooth Speaker,Electronics,4
FB00509,n/a,2025-09-23 11:12:19,Facebook,Smartphone X1,User Experience,2
FB00510,bad,2025-11-07 22:21:19,Survey,Digital Camera,User Experience,5
FB00511,n/a,2025-09-03 16:17:19,Twitter,Tablet Ultra,Customer Service,4
FB00512,,2025-08-22 13:41:19,Mobile App,4K TV,Electronics,5
